date,station,daily_rainfall_total,mean_temperature,maximum_temperature,minimum_temperature,mean_wind_speed,max_wind_speed
2012-05-25,Admiralty,0.0,28.4,31.0,25.4,6.5,24.1
2012-05-26,Admiralty,56.2,27.6,31.5,23.8,8.0,37.8
2012-05-27,Admiralty,0.0,26.9,30.6,23.0,7.0,60.8
2012-05-28,Admiralty,0.0,28.9,32.9,25.2,5.6,23.0
2012-05-29,Admiralty,2.0,28.2,31.3,26.3,7.7,32.0
2012-05-30,Admiralty,0.8,27.9,33.0,25.7,5.7,31.0
2012-05-31,Admiralty,0.8,28.0,33.5,24.7,5.7,32.4
2012-06-01,Admiralty,0.0,27.7,30.7,25.0,6.8,26.6
2012-06-02,Admiralty,0.0,28.5,31.3,26.5,4.9,24.1
2012-06-03,Admiralty,0.6,28.0,31.7,25.3,5.4,29.5
2012-06-04,Admiralty,1.4,28.7,32.6,26.8,4.6,22.7
2012-06-05,Admiralty,0.8,29.0,32.2,26.1,5.9,19.4
2012-06-06,Admiralty,0.0,28.5,31.3,25.9,11.7,41.8
2012-06-07,Admiralty,0.0,30.0,33.7,27.6,7.5,27.0
2012-06-08,Admiralty,68.0,28.4,31.3,25.1,4.0,24.5
2012-06-09,Admiralty,0.4,26.3,29.1,23.3,7.2,48.2
2012-06-10,Admiralty,0.0,29.1,33.3,26.1,6.5,29.2
2012-06-11,Admiralty,0.0,28.8,30.2,27.6,5.6,26.3
2012-06-12,Admiralty,0.0,29.2,33.0,27.6,7.5,27.4
2012-06-13,Admiralty,0.0,29.6,33.6,26.9,6.1,24.1
2012-06-14,Admiralty,0.0,30.0,33.6,27.4,7.0,29.2
2012-06-15,Admiralty,0.0,29.9,33.2,27.2,6.3,23.4
2012-06-16,Admiralty,0.0,29.6,33.0,27.1,7.5,26.3
2012-06-17,Admiralty,0.0,29.6,32.8,27.3,8.7,28.1
2012-06-18,Admiralty,0.0,29.8,33.1,27.1,6.9,29.2
2012-06-19,Admiralty,19.4,28.5,33.5,24.9,6.1,40.0
2012-06-20,Admiralty,0.0,28.9,32.9,26.3,5.6,24.8
2012-06-21,Admiralty,1.4,27.7,31.5,24.0,6.2,28.4
2012-06-22,Admiralty,0.0,28.6,32.8,24.9,8.6,28.1
2012-06-23,Admiralty,0.0,29.9,34.0,27.4,6.4,24.1
2012-06-24,Admiralty,0.0,29.4,33.6,26.3,6.9,45.4
2012-06-25,Admiralty,0.0,29.2,33.2,26.2,6.6,27.4
2012-06-26,Admiralty,0.0,27.8,32.3,25.4,5.1,24.5
2012-06-27,Admiralty,9.0,27.2,30.5,23.8,5.4,44.6
2012-06-28,Admiralty,0.0,28.0,31.9,24.6,6.0,34.2
2012-06-29,Admiralty,0.0,28.8,32.7,26.0,5.9,24.8
2012-06-30,Admiralty,4.4,27.5,31.4,24.3,5.7,48.2
2012-07-01,Admiralty,0.0,28.3,32.4,25.8,6.8,42.5
2012-07-02,Admiralty,42.0,27.4,31.4,22.8,5.9,41.4
2012-07-03,Admiralty,31.6,26.2,30.4,23.9,6.0,43.9
2012-07-04,Admiralty,50.4,26.3,29.4,23.5,5.6,45.4
2012-07-05,Admiralty,51.2,25.9,28.9,23.4,5.3,32.0
2012-07-06,Admiralty,0.0,27.9,31.9,24.9,5.8,24.8
2012-07-07,Admiralty,7.4,27.0,31.7,24.4,5.5,39.6
2012-07-08,Admiralty,0.0,27.3,32.1,23.2,9.5,56.2
2012-07-09,Admiralty,0.0,28.4,31.5,26.8,5.9,24.8
2012-07-10,Admiralty,0.6,27.2,30.8,25.9,6.1,32.0
2012-07-11,Admiralty,0.0,27.0,29.5,25.7,5.2,27.0
2012-07-12,Admiralty,0.4,28.0,31.1,25.8,6.9,27.4
2012-07-13,Admiralty,0.2,28.5,31.8,26.1,6.6,27.0
2012-07-14,Admiralty,9.0,26.1,27.9,24.3,5.4,29.2
2012-07-15,Admiralty,0.2,27.1,32.4,25.2,5.3,30.2
2012-07-16,Admiralty,50.2,25.8,28.3,23.1,4.8,28.1
2012-07-17,Admiralty,6.8,25.9,30.6,24.4,5.8,33.1
2012-07-18,Admiralty,0.0,27.3,30.6,24.9,5.3,22.7
2012-07-19,Admiralty,36.2,26.0,30.9,23.4,4.8,29.9
2012-07-20,Admiralty,0.4,27.3,31.9,24.0,5.8,28.1
2012-07-21,Admiralty,0.0,28.9,33.0,26.3,5.6,28.1
2012-07-22,Admiralty,0.0,29.0,33.3,25.3,6.9,30.2
2012-07-23,Admiralty,0.0,28.9,32.2,26.6,7.5,32.4
2012-07-24,Admiralty,0.0,29.0,32.1,26.6,6.7,28.4
2012-07-25,Admiralty,0.0,29.0,32.9,26.4,6.9,29.2
2012-07-26,Admiralty,0.0,29.4,33.0,27.2,8.6,31.3
2012-07-27,Admiralty,0.0,29.2,32.9,26.9,8.1,30.6
2012-07-28,Admiralty,3.4,28.2,32.9,24.0,7.4,39.6
2012-07-29,Admiralty,0.0,28.5,32.0,25.5,6.3,25.2
2012-07-30,Admiralty,0.0,28.9,32.2,26.7,7.1,32.4
2012-07-31,Admiralty,0.0,28.8,32.2,26.7,6.9,27.0
2012-08-01,Admiralty,0.8,27.8,30.0,24.9,6.4,36.0
2012-08-02,Admiralty,0.0,28.7,32.2,26.3,6.1,21.2
2012-08-03,Admiralty,40.0,27.4,31.0,24.5,9.3,44.6
2012-08-04,Admiralty,10.0,26.9,32.0,24.5,6.3,43.6
2012-08-05,Admiralty,0.0,28.1,32.1,25.3,5.4,25.2
2012-08-06,Admiralty,2.6,27.6,31.0,25.1,6.4,31.3
2012-08-07,Admiralty,0.0,28.2,32.3,24.2,6.8,29.2
2012-08-08,Admiralty,0.0,28.7,31.9,25.3,7.1,30.2
2012-08-09,Admiralty,0.0,28.7,32.0,26.0,8.4,32.0
2012-08-10,Admiralty,0.0,29.0,32.9,26.6,8.1,28.4
2012-08-11,Admiralty,0.0,29.2,33.0,25.5,7.3,26.3
2012-08-12,Admiralty,0.0,28.2,32.8,25.3,8.3,33.1
2012-08-13,Admiralty,1.4,27.7,31.3,24.3,6.1,38.5
2012-08-14,Admiralty,0.0,29.3,33.5,25.5,6.5,24.5
2012-08-15,Admiralty,0.0,29.0,32.6,26.9,9.8,39.2
2012-08-16,Admiralty,0.0,28.1,31.0,25.8,7.7,35.3
2012-08-17,Admiralty,17.6,26.6,29.6,23.0,5.7,34.2
2012-08-18,Admiralty,0.0,27.5,32.5,24.6,6.6,33.1
2012-08-19,Admiralty,5.8,27.2,31.9,24.0,6.8,29.9
2012-08-20,Admiralty,30.4,28.0,32.9,22.1,7.2,60.1
2012-08-21,Admiralty,2.4,26.9,33.3,25.0,7.1,53.6
2012-08-22,Admiralty,0.4,27.4,31.6,24.4,5.1,28.8
2012-08-23,Admiralty,1.4,26.7,29.5,23.8,9.0,49.3
2012-08-24,Admiralty,0.0,28.5,32.2,25.6,7.1,31.0
2012-08-25,Admiralty,8.2,27.6,30.5,25.4,7.3,45.4
2012-08-26,Admiralty,2.6,27.2,30.7,25.5,5.4,32.8
2012-08-27,Admiralty,35.4,25.3,29.0,23.6,5.6,30.6
2012-08-28,Admiralty,0.2,25.8,28.4,24.4,7.0,31.3
2012-08-29,Admiralty,0.0,27.4,30.0,24.9,5.2,22.7
2012-08-30,Admiralty,6.8,25.8,28.7,23.9,6.4,33.5
2012-08-31,Admiralty,2.0,26.0,28.6,23.9,5.2,33.1
2012-10-01,Admiralty,0.0,28.4,33.5,24.4,7.3,28.1
2012-10-02,Admiralty,0.0,28.4,32.2,25.8,7.0,25.9
2012-10-03,Admiralty,0.0,29.1,32.7,26.1,6.8,31.7
2012-10-04,Admiralty,0.0,28.6,32.1,26.1,7.8,33.5
2012-10-05,Admiralty,0.0,27.9,30.3,26.7,8.0,30.2
2012-10-06,Admiralty,2.4,27.9,31.5,25.1,8.6,29.9
2012-10-07,Admiralty,0.0,27.4,29.9,25.2,6.8,28.4
2012-10-08,Admiralty,0.0,28.5,32.8,25.3,6.0,21.6
2012-10-09,Admiralty,2.2,27.2,32.5,25.3,5.5,29.5
2012-10-10,Admiralty,1.2,27.6,33.5,24.7,6.1,27.0
2012-10-11,Admiralty,0.6,27.4,33.2,25.6,5.4,31.3
2012-10-12,Admiralty,29.8,27.3,33.1,24.2,6.5,27.0
2012-10-13,Admiralty,22.2,26.0,31.3,24.2,5.9,32.0
2012-10-14,Admiralty,8.0,26.7,33.6,24.6,5.8,36.7
2012-10-15,Admiralty,0.0,27.1,31.9,24.8,6.7,26.6
2012-10-16,Admiralty,0.0,27.5,32.1,24.8,6.1,32.0
2012-10-17,Admiralty,15.2,26.4,32.7,23.5,4.9,37.1
2012-10-18,Admiralty,46.6,26.1,31.3,23.5,4.4,28.1
2012-10-19,Admiralty,0.8,25.9,30.5,24.2,6.2,27.0
2012-10-20,Admiralty,15.8,26.4,32.3,24.3,6.2,29.5
2012-10-21,Admiralty,8.2,26.2,30.1,24.6,4.2,23.0
2012-10-22,Admiralty,0.0,27.2,32.7,24.5,6.7,35.3
2012-10-23,Admiralty,0.0,28.3,33.1,24.6,6.8,25.6
2012-10-24,Admiralty,0.0,29.1,33.9,25.6,6.9,27.4
2012-10-25,Admiralty,0.0,28.7,33.3,26.2,9.7,36.7
2012-10-26,Admiralty,0.0,28.7,32.7,26.1,9.7,32.8
2012-10-27,Admiralty,0.0,28.8,33.9,26.0,7.0,24.1
2012-10-28,Admiralty,0.0,28.7,33.1,26.0,10.8,35.3
2012-10-29,Admiralty,0.0,28.5,32.6,26.0,8.8,34.9
2012-10-30,Admiralty,1.2,27.6,31.2,25.6,7.4,29.5
2012-10-31,Admiralty,4.0,26.5,30.8,24.6,7.2,31.7
2012-11-01,Admiralty,9.0,26.0,31.7,24.3,5.9,29.5
2012-11-02,Admiralty,0.0,27.4,33.4,24.4,5.9,30.2
2012-11-03,Admiralty,29.6,25.6,29.1,23.4,7.9,30.6
2012-11-04,Admiralty,8.2,25.8,31.1,23.7,8.1,30.6
2012-11-05,Admiralty,0.0,26.2,29.1,23.1,7.8,35.3
2012-11-06,Admiralty,4.4,26.4,31.7,24.2,7.7,26.6
2012-11-07,Admiralty,0.8,27.4,31.3,24.9,6.7,32.0
2012-11-08,Admiralty,20.8,26.9,32.5,24.3,6.3,32.4
2012-11-09,Admiralty,17.8,26.6,31.9,24.6,5.8,40.3
2012-11-10,Admiralty,7.4,26.5,32.0,24.5,5.0,32.4
2012-11-11,Admiralty,0.0,27.3,31.2,25.4,6.8,28.4
2012-11-12,Admiralty,10.2,26.6,31.6,23.4,6.6,33.5
2012-11-13,Admiralty,9.6,26.3,31.2,24.3,6.5,31.7
2012-11-14,Admiralty,25.0,26.5,32.8,23.2,5.2,36.4
2012-11-15,Admiralty,4.8,27.7,31.4,25.2,5.0,23.8
2012-11-16,Admiralty,3.6,28.1,33.8,24.9,6.8,35.3
2012-11-17,Admiralty,47.2,26.7,32.1,23.6,7.3,52.6
2012-11-18,Admiralty,5.0,27.2,32.7,24.0,5.9,33.1
2012-11-19,Admiralty,16.0,26.4,29.4,24.2,7.0,36.0
2012-11-20,Admiralty,0.0,28.0,33.0,24.9,6.7,31.0
2012-11-21,Admiralty,30.0,27.2,33.9,24.2,6.1,41.0
2012-11-22,Admiralty,0.2,26.9,29.2,25.0,5.1,42.5
2012-11-23,Admiralty,38.0,26.9,33.5,23.6,5.0,44.3
2012-11-24,Admiralty,0.0,27.1,30.7,23.4,11.6,32.4
2012-11-25,Admiralty,1.8,26.7,30.9,24.7,5.4,22.3
2012-11-26,Admiralty,7.6,27.0,32.5,24.8,5.5,38.2
2012-11-27,Admiralty,4.2,26.7,32.5,24.3,5.7,33.5
2012-11-28,Admiralty,29.6,27.3,34.5,24.4,4.7,35.6
2012-11-29,Admiralty,21.8,26.7,32.0,24.4,6.1,41.8
2012-11-30,Admiralty,6.0,27.4,32.7,25.1,5.1,36.0
2012-12-01,Admiralty,1.8,26.3,30.2,24.9,5.4,19.4
2012-12-02,Admiralty,1.6,27.1,30.4,24.3,5.9,19.1
2012-12-03,Admiralty,71.6,25.6,29.8,23.4,7.9,37.4
2012-12-04,Admiralty,11.8,26.0,31.6,23.7,6.7,32.8
2012-12-05,Admiralty,84.0,26.2,31.1,23.9,6.2,31.7
2012-12-06,Admiralty,1.2,26.6,32.2,24.6,7.5,39.2
2012-12-07,Admiralty,0.0,27.9,31.7,25.1,10.7,40.0
2012-12-08,Admiralty,0.0,27.6,29.8,25.7,8.5,29.9
2012-12-09,Admiralty,0.4,27.1,30.3,25.3,7.7,29.9
2012-12-10,Admiralty,0.6,26.6,31.4,24.6,6.3,39.6
2012-12-11,Admiralty,21.4,26.2,29.9,22.6,6.0,38.9
2012-12-12,Admiralty,3.0,26.1,31.2,23.8,7.0,33.1
2012-12-13,Admiralty,20.0,25.4,30.5,23.3,8.1,45.0
2012-12-14,Admiralty,0.2,26.8,30.8,24.6,6.3,29.2
2012-12-15,Admiralty,1.6,26.9,30.5,25.0,6.4,28.8
2012-12-16,Admiralty,45.2,25.5,30.1,23.5,5.5,33.5
2012-12-17,Admiralty,27.2,25.7,29.7,23.8,5.9,37.8
2012-12-18,Admiralty,12.6,25.2,29.0,23.7,5.6,40.3
2012-12-19,Admiralty,7.4,25.7,31.7,23.5,6.0,48.6
2012-12-20,Admiralty,0.2,27.2,31.1,23.6,8.7,30.6
2012-12-21,Admiralty,1.8,27.2,32.0,24.9,5.7,29.9
2012-12-22,Admiralty,10.0,26.3,32.4,23.8,6.5,41.0
2012-12-23,Admiralty,0.2,26.6,31.2,24.5,9.0,30.6
2012-12-24,Admiralty,2.8,26.2,29.5,24.7,8.6,26.6
2012-12-25,Admiralty,0.4,24.7,27.0,23.7,7.4,31.0
2012-12-26,Admiralty,0.0,26.0,29.5,23.5,8.3,33.8
2012-12-27,Admiralty,0.0,26.6,29.7,25.0,8.7,28.4
2012-12-28,Admiralty,28.8,26.7,29.8,24.7,8.6,34.9
2012-12-29,Admiralty,11.6,26.5,30.0,24.6,6.2,35.3
2012-12-30,Admiralty,1.6,27.1,29.9,25.4,7.3,38.5
2012-12-31,Admiralty,86.8,25.5,29.3,22.7,7.3,41.4
2013-02-01,Admiralty,0.0,27.4,30.6,25.2,14.6,41.8
2013-02-02,Admiralty,0.0,27.8,32.1,24.8,13.2,39.2
2013-02-03,Admiralty,39.6,25.6,27.4,24.4,9.5,38.5
2013-02-04,Admiralty,1.0,26.4,28.9,24.2,9.4,29.2
2013-02-05,Admiralty,5.6,25.8,29.0,23.4,7.9,32.4
2013-02-06,Admiralty,6.2,25.5,29.2,24.0,7.0,27.4
2013-02-07,Admiralty,4.4,26.3,30.6,23.9,8.1,33.5
2013-02-08,Admiralty,33.6,25.5,29.5,24.0,5.4,29.2
2013-02-09,Admiralty,28.6,26.0,32.5,23.8,7.0,34.6
2013-02-10,Admiralty,21.6,24.5,25.4,23.3,9.6,35.3
2013-02-11,Admiralty,0.8,24.8,28.4,23.5,7.3,31.0
2013-02-12,Admiralty,28.2,25.5,29.0,23.7,9.6,37.4
2013-02-13,Admiralty,0.8,26.5,30.2,24.5,10.4,38.2
2013-02-14,Admiralty,29.8,24.8,27.5,23.4,6.8,31.3
2013-02-15,Admiralty,9.0,25.4,29.8,23.7,8.5,46.8
2013-02-16,Admiralty,2.0,25.7,30.4,24.4,7.4,38.9
2013-02-17,Admiralty,1.0,24.7,25.7,23.9,7.5,28.8
2013-02-18,Admiralty,15.0,26.0,31.1,24.3,7.7,26.6
2013-02-19,Admiralty,0.4,25.8,27.8,24.7,8.7,27.7
2013-02-20,Admiralty,0.6,27.0,32.0,24.5,8.5,25.2
2013-02-21,Admiralty,0.2,26.8,29.6,24.9,9.0,24.5
2013-02-22,Admiralty,0.0,27.3,32.1,24.5,12.5,35.6
2013-02-23,Admiralty,0.0,27.5,31.6,24.1,12.2,36.4
2013-02-24,Admiralty,0.0,27.3,30.0,24.8,12.2,38.5
2013-02-25,Admiralty,65.8,26.9,32.0,23.9,8.2,44.6
2013-02-26,Admiralty,19.6,26.8,33.0,24.6,7.4,36.4
2013-02-27,Admiralty,5.2,27.2,31.9,24.5,7.6,25.2
2013-02-28,Admiralty,0.0,27.6,33.9,25.1,7.4,33.8
2013-03-01,Admiralty,0.0,28.1,34.1,25.3,8.6,30.6
2013-03-02,Admiralty,21.2,27.8,32.3,24.7,9.2,41.4
2013-03-03,Admiralty,0.0,27.6,31.1,25.2,13.5,40.3
2013-03-04,Admiralty,0.0,27.6,31.4,24.9,13.5,46.4
2013-03-05,Admiralty,0.2,27.3,30.9,25.0,11.6,46.8
2013-03-06,Admiralty,0.2,27.2,30.5,25.1,11.6,34.9
2013-03-07,Admiralty,0.0,27.6,32.5,24.9,12.4,37.4
2013-03-08,Admiralty,0.0,27.8,31.3,25.5,13.2,42.5
2013-03-09,Admiralty,3.0,26.9,31.3,24.7,10.0,40.7
2013-03-10,Admiralty,11.6,27.1,33.4,24.5,7.7,28.1
2013-03-11,Admiralty,0.0,27.5,32.9,25.1,10.5,37.1
2013-03-12,Admiralty,0.0,27.9,33.8,24.7,10.2,31.0
2013-03-13,Admiralty,19.0,27.4,34.4,23.1,8.3,60.5
2013-03-14,Admiralty,0.0,27.5,33.1,25.5,8.7,33.1
2013-03-15,Admiralty,0.0,28.3,32.8,24.9,11.0,37.4
2013-03-16,Admiralty,0.0,28.3,32.4,25.5,11.7,36.4
2013-03-17,Admiralty,16.0,26.9,32.0,25.2,8.4,45.7
2013-03-18,Admiralty,0.0,28.3,34.3,25.2,10.6,30.2
2013-03-19,Admiralty,0.0,28.4,33.5,25.7,11.0,32.8
2013-03-20,Admiralty,0.0,28.9,33.8,26.0,9.6,27.7
2013-03-21,Admiralty,0.2,28.7,33.0,27.4,8.9,33.8
2013-03-22,Admiralty,18.6,27.9,32.9,24.5,8.8,30.6
2013-03-23,Admiralty,5.8,28.0,33.0,25.6,7.0,42.1
2013-03-24,Admiralty,50.0,27.9,36.2,22.9,7.0,60.5
2013-03-25,Admiralty,0.4,27.8,33.7,24.7,6.4,38.2
2013-03-26,Admiralty,10.4,28.1,34.0,24.9,6.3,35.3
2013-03-27,Admiralty,0.0,29.0,32.2,26.3,6.2,29.5
2013-03-28,Admiralty,16.4,28.1,32.9,25.4,5.8,37.4
2013-03-29,Admiralty,36.2,27.7,34.6,24.0,5.6,27.7
2013-03-30,Admiralty,49.2,28.1,34.9,24.1,5.6,55.1
2013-03-31,Admiralty,10.4,28.4,34.7,25.3,6.1,37.1
2013-04-01,Admiralty,21.0,27.9,34.5,23.6,6.3,42.1
2013-04-02,Admiralty,10.6,28.5,33.5,25.4,5.5,28.1
2013-04-03,Admiralty,10.8,28.1,34.1,24.4,6.3,31.7
2013-04-04,Admiralty,4.4,27.5,32.1,25.2,6.3,28.8
2013-04-05,Admiralty,0.0,28.8,32.7,25.7,8.7,30.6
2013-04-06,Admiralty,1.0,27.9,30.1,25.9,12.6,65.2
2013-04-07,Admiralty,0.0,28.1,30.1,26.0,12.7,45.0
2013-04-08,Admiralty,0.8,28.2,32.5,25.7,6.3,38.2
2013-04-09,Admiralty,0.0,28.0,32.3,25.9,5.2,22.0
2013-04-10,Admiralty,0.0,28.6,33.3,26.2,6.6,32.8
2013-04-11,Admiralty,0.0,27.3,30.3,24.6,6.8,21.2
2013-04-12,Admiralty,0.0,29.0,35.1,25.6,7.6,26.6
2013-04-13,Admiralty,3.4,29.5,35.0,26.1,6.9,41.8
2013-04-14,Admiralty,0.8,26.2,29.2,22.6,6.9,61.9
2013-04-15,Admiralty,0.0,29.3,35.1,25.4,8.3,28.1
2013-04-16,Admiralty,5.0,29.9,35.2,26.9,7.7,31.0
2013-04-17,Admiralty,0.4,28.2,31.0,25.0,11.1,42.5
2013-04-18,Admiralty,1.2,30.0,33.6,27.1,9.2,36.4
2013-04-19,Admiralty,0.0,27.2,30.6,25.0,6.7,24.1
2013-04-20,Admiralty,0.0,29.6,34.3,26.4,6.2,26.3
2013-04-21,Admiralty,17.8,26.2,33.4,23.7,6.8,60.8
2013-04-22,Admiralty,11.4,27.8,35.1,23.6,6.2,28.1
2013-04-23,Admiralty,0.2,27.5,32.3,25.1,5.8,35.6
2013-04-24,Admiralty,16.0,27.6,34.2,24.2,5.0,31.7
2013-04-25,Admiralty,20.8,27.8,31.8,25.1,6.4,21.2
2013-04-26,Admiralty,0.8,27.3,31.5,23.6,5.5,47.5
2013-04-27,Admiralty,27.6,27.6,33.8,23.4,4.8,52.2
2013-04-28,Admiralty,40.4,25.9,27.3,23.5,4.6,26.6
2013-04-29,Admiralty,16.2,27.7,32.3,24.9,5.5,23.8
2013-04-30,Admiralty,0.0,28.9,33.9,25.5,5.3,29.9
2013-05-01,Admiralty,0.8,28.1,30.9,26.2,4.6,25.2
2013-05-02,Admiralty,7.2,27.9,32.0,25.0,5.9,43.6
2013-05-03,Admiralty,0.4,27.9,30.8,25.9,4.7,31.0
2013-05-04,Admiralty,0.2,28.8,32.6,25.9,7.2,28.1
2013-05-05,Admiralty,8.4,27.4,30.6,25.5,4.3,22.3
2013-05-06,Admiralty,5.4,27.6,33.3,25.4,5.3,35.6
2013-05-07,Admiralty,68.6,26.8,32.7,22.8,5.6,44.3
2013-05-08,Admiralty,1.0,27.3,31.9,25.1,5.6,33.5
2013-05-09,Admiralty,0.4,27.9,33.5,24.9,6.4,38.5
2013-05-10,Admiralty,7.0,27.9,33.3,25.0,6.1,28.1
2013-05-11,Admiralty,0.0,28.2,32.0,25.8,6.2,24.1
2013-05-12,Admiralty,0.0,30.2,34.9,27.3,6.3,27.0
2013-05-13,Admiralty,0.0,30.5,35.2,27.9,6.9,24.5
2013-05-14,Admiralty,0.6,28.7,32.7,24.7,6.1,39.6
2013-05-15,Admiralty,13.4,28.8,34.0,25.3,6.4,27.7
2013-05-16,Admiralty,0.4,27.3,32.3,23.1,7.6,53.6
2013-05-17,Admiralty,0.0,29.1,33.8,26.0,5.9,21.2
2013-05-18,Admiralty,0.0,28.1,31.4,26.1,5.7,29.2
2013-05-19,Admiralty,0.0,29.2,34.2,25.4,5.8,24.5
2013-05-20,Admiralty,0.0,28.8,33.2,26.6,6.1,27.4
2013-05-21,Admiralty,9.0,27.5,34.6,24.2,6.7,42.5
2013-05-22,Admiralty,19.6,27.3,31.7,24.2,5.2,27.7
2013-05-23,Admiralty,10.8,28.2,32.7,24.7,4.4,34.9
2013-05-24,Admiralty,4.4,26.7,28.7,24.1,5.5,31.3
2013-05-25,Admiralty,0.0,28.8,34.5,26.1,7.0,38.5
2013-05-26,Admiralty,14.6,27.1,32.7,24.3,6.6,31.3
2013-05-27,Admiralty,0.0,28.6,35.1,24.7,5.9,22.0
2013-05-28,Admiralty,0.0,28.3,32.7,25.6,7.5,44.3
2013-05-29,Admiralty,0.2,27.0,28.5,26.0,6.2,22.0
2013-05-30,Admiralty,0.8,26.8,31.7,23.9,8.3,40.0
2013-05-31,Admiralty,28.4,27.6,33.4,24.4,5.8,38.5
2013-06-01,Admiralty,14.0,28.2,35.1,24.4,5.2,56.5
2013-06-02,Admiralty,4.2,29.0,34.6,25.8,6.5,46.1
2013-06-03,Admiralty,1.0,28.6,33.5,26.6,6.9,34.2
2013-06-04,Admiralty,0.2,27.9,33.2,25.2,6.9,29.9
2013-06-05,Admiralty,5.6,27.0,34.7,24.0,6.5,41.0
2013-06-06,Admiralty,13.8,28.0,33.9,24.3,7.2,18.0
2013-06-07,Admiralty,12.2,27.9,34.9,24.7,6.3,53.6
2013-06-08,Admiralty,0.0,28.2,33.5,25.0,6.4,46.1
2013-06-09,Admiralty,0.0,27.7,30.3,25.2,8.4,37.4
2013-06-10,Admiralty,5.0,28.7,31.7,25.6,9.9,35.6
2013-06-11,Admiralty,0.0,29.1,31.8,24.5,10.0,47.9
2013-06-12,Admiralty,0.0,29.5,32.1,27.8,11.4,51.8
2013-06-13,Admiralty,0.0,30.0,33.0,27.4,8.1,36.0
2013-06-14,Admiralty,0.0,30.2,32.6,28.0,8.1,34.9
2013-06-15,Admiralty,0.0,30.3,33.4,27.8,6.7,34.9
2013-06-16,Admiralty,2.8,30.3,33.5,26.9,7.8,35.6
2013-06-17,Admiralty,0.0,28.8,31.5,26.2,8.6,35.3
2013-06-18,Admiralty,0.0,30.0,33.2,27.6,8.9,41.8
2013-06-19,Admiralty,0.0,30.2,33.3,27.8,9.9,46.8
2013-06-20,Admiralty,0.0,29.6,32.5,26.4,8.9,37.8
2013-06-21,Admiralty,0.0,29.7,32.3,27.5,9.3,39.2
2013-06-22,Admiralty,0.0,30.2,33.6,27.6,7.4,30.6
2013-06-23,Admiralty,0.0,30.6,34.2,27.2,4.7,21.6
2013-06-24,Admiralty,0.0,30.2,34.6,28.5,8.2,28.1
2013-06-25,Admiralty,2.4,28.6,33.3,24.3,7.8,54.7
2013-06-26,Admiralty,1.0,27.3,29.8,25.1,5.9,31.3
2013-06-27,Admiralty,0.0,28.9,32.6,26.3,7.3,30.2
2013-06-28,Admiralty,0.0,29.1,32.5,26.8,6.0,26.6
2013-06-29,Admiralty,0.0,29.4,32.8,26.6,6.4,28.1
2013-06-30,Admiralty,12.8,27.0,29.2,23.4,5.9,37.4
2013-07-01,Admiralty,0.0,28.0,30.7,26.0,7.8,40.3
2013-07-02,Admiralty,0.4,27.8,30.9,26.5,6.5,32.8
2013-07-03,Admiralty,0.0,28.4,32.2,25.2,7.4,24.8
2013-07-04,Admiralty,1.0,26.9,30.5,24.6,7.1,47.9
2013-07-05,Admiralty,0.0,27.2,30.9,24.7,8.0,24.5
2013-07-06,Admiralty,0.0,29.1,32.9,26.8,6.4,29.9
2013-07-07,Admiralty,0.0,29.4,33.0,25.8,6.5,34.2
2013-07-08,Admiralty,27.8,28.7,32.8,24.4,7.4,31.3
2013-07-09,Admiralty,8.8,26.4,28.3,24.6,7.4,32.0
2013-07-10,Admiralty,0.0,28.6,32.3,25.7,7.4,28.1
2013-07-11,Admiralty,16.4,27.2,32.1,23.5,5.3,49.0
2013-07-12,Admiralty,1.0,27.0,30.9,25.1,7.9,40.3
2013-07-13,Admiralty,0.0,27.3,29.5,24.8,7.2,28.4
2013-07-14,Admiralty,0.4,27.4,29.1,24.5,6.9,37.8
2013-07-15,Admiralty,0.0,26.9,31.2,24.1,7.7,28.8
2013-07-16,Admiralty,0.0,27.8,32.0,25.7,5.0,32.0
2013-07-17,Admiralty,6.0,26.6,31.1,25.0,5.2,27.0
2013-07-18,Admiralty,2.8,26.3,28.1,24.4,5.7,23.0
2013-07-19,Admiralty,0.0,28.1,32.1,25.5,4.9,28.1
2013-07-20,Admiralty,0.0,29.1,33.0,26.1,6.2,30.6
2013-07-21,Admiralty,0.0,29.4,33.0,26.6,6.2,32.0
2013-07-22,Admiralty,0.0,29.0,32.2,26.3,8.0,37.1
2013-07-23,Admiralty,0.0,29.6,33.0,27.1,7.6,29.2
2013-07-24,Admiralty,0.0,29.3,33.7,25.5,7.4,27.7
2013-07-25,Admiralty,0.0,28.0,32.1,25.6,6.4,27.4
2013-07-26,Admiralty,8.8,26.6,31.5,24.4,6.5,28.1
2013-07-27,Admiralty,0.0,25.8,27.8,24.4,6.4,37.8
2013-07-28,Admiralty,0.0,28.7,33.3,24.9,5.0,23.0
2013-07-29,Admiralty,6.0,27.6,30.0,24.9,5.0,46.8
2013-07-30,Admiralty,0.0,27.6,31.8,25.9,6.2,27.0
2013-07-31,Admiralty,12.4,28.3,32.3,25.0,6.7,27.7
2013-08-01,Admiralty,1.6,26.9,30.2,22.1,6.5,53.6
2013-08-02,Admiralty,0.2,27.2,29.9,24.9,6.4,36.0
2013-08-03,Admiralty,0.0,29.2,33.1,26.6,7.1,31.7
2013-08-04,Admiralty,0.0,28.6,32.0,26.7,6.3,27.4
